iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
VNM,Asia,Vietnam,1/5/2020,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/6/2020,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/7/2020,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/8/2020,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/9/2020,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/17/2020,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/21/2020,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/22/2020,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/24/2020,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/26/2020,2,2,0.286,0,0,0,0.02,0.02,0.003,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/27/2020,2,0,0.286,0,0,0,0.02,0,0.003,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/28/2020,2,0,0.286,0,0,0,0.02,0,0.003,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/29/2020,2,0,0.286,0,0,0,0.02,0,0.003,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.15,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/30/2020,2,0,0.286,0,0,0,0.02,0,0.003,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.93,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,1/31/2020,2,0,0.286,0,0,0,0.02,0,0.003,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.93,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/1/2020,2,0,0.286,0,0,0,0.02,0,0.003,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/2/2020,6,4,0.571,0,0,0,0.06,0.04,0.006,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/3/2020,6,0,0.571,0,0,0,0.06,0,0.006,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/4/2020,6,0,0.571,0,0,0,0.06,0,0.006,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/5/2020,6,0,0.571,0,0,0,0.06,0,0.006,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/6/2020,6,0,0.571,0,0,0,0.06,0,0.006,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/7/2020,6,0,0.571,0,0,0,0.06,0,0.006,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/8/2020,6,0,0.571,0,0,0,0.06,0,0.006,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/9/2020,13,7,1,0,0,0,0.13,0.07,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/10/2020,13,0,1,0,0,0,0.13,0,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/11/2020,13,0,1,0,0,0,0.13,0,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/12/2020,13,0,1,0,0,0,0.13,0,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/13/2020,13,0,1,0,0,0,0.13,0,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/14/2020,13,0,1,0,0,0,0.13,0,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/15/2020,13,0,1,0,0,0,0.13,0,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/16/2020,16,3,0.429,0,0,0,0.161,0.03,0.004,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/17/2020,16,0,0.429,0,0,0,0.161,0,0.004,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/18/2020,16,0,0.429,0,0,0,0.161,0,0.004,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/19/2020,16,0,0.429,0,0,0,0.161,0,0.004,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/20/2020,16,0,0.429,0,0,0,0.161,0,0.004,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/21/2020,16,0,0.429,0,0,0,0.161,0,0.004,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/22/2020,16,0,0.429,0,0,0,0.161,0,0.004,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/23/2020,16,0,0,0,0,0,0.161,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/24/2020,16,0,0,0,0,0,0.161,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/25/2020,16,0,0,0,0,0,0.161,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/26/2020,16,0,0,0,0,0,0.161,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/27/2020,16,0,0,0,0,0,0.161,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/28/2020,16,0,0,0,0,0,0.161,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,2/29/2020,16,0,0,0,0,0,0.161,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/1/2020,16,0,0,0,0,0,0.161,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/2/2020,16,0,0,0,0,0,0.161,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/3/2020,16,0,0,0,0,0,0.161,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/4/2020,16,0,0,0,0,0,0.161,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/5/2020,16,0,0,0,0,0,0.161,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/6/2020,16,0,0,0,0,0,0.161,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/7/2020,16,0,0,0,0,0,0.161,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/8/2020,20,4,0.571,0,0,0,0.201,0.04,0.006,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/9/2020,20,0,0.571,0,0,0,0.201,0,0.006,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/10/2020,20,0,0.571,0,0,0,0.201,0,0.006,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/11/2020,20,0,0.571,0,0,0,0.201,0,0.006,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/12/2020,20,0,0.571,0,0,0,0.201,0,0.006,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/13/2020,20,0,0.571,0,0,0,0.201,0,0.006,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/14/2020,20,0,0.571,0,0,0,0.201,0,0.006,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/15/2020,53,33,4.714,0,0,0,0.532,0.331,0.047,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/16/2020,53,0,4.714,0,0,0,0.532,0,0.047,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/17/2020,53,0,4.714,0,0,0,0.532,0,0.047,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/18/2020,53,0,4.714,0,0,0,0.532,0,0.047,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/19/2020,53,0,4.714,0,0,0,0.532,0,0.047,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/20/2020,53,0,4.714,0,0,0,0.532,0,0.047,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/21/2020,53,0,4.714,0,0,0,0.532,0,0.047,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/22/2020,94,41,5.857,0,0,0,0.943,0.411,0.059,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/23/2020,94,0,5.857,0,0,0,0.943,0,0.059,0,0,0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/24/2020,94,0,5.857,0,0,0,0.943,0,0.059,0,0,0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/25/2020,94,0,5.857,0,0,0,0.943,0,0.059,0,0,0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.56,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/26/2020,94,0,5.857,0,0,0,0.943,0,0.059,0,0,0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.11,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/27/2020,94,0,5.857,0,0,0,0.943,0,0.059,0,0,0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/28/2020,94,0,5.857,0,0,0,0.943,0,0.059,0,0,0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.33,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/29/2020,174,80,11.429,0,0,0,1.746,0.803,0.115,0,0,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.33,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/30/2020,174,0,11.429,0,0,0,1.746,0,0.115,0,0,0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.33,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/31/2020,174,0,11.429,0,0,0,1.746,0,0.115,0,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.33,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/1/2020,174,0,11.429,0,0,0,1.746,0,0.115,0,0,0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/2/2020,174,0,11.429,0,0,0,1.746,0,0.115,0,0,0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/3/2020,174,0,11.429,0,0,0,1.746,0,0.115,0,0,0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/4/2020,174,0,11.429,0,0,0,1.746,0,0.115,0,0,0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/5/2020,240,66,9.429,0,0,0,2.408,0.662,0.095,0,0,0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/6/2020,240,0,9.429,0,0,0,2.408,0,0.095,0,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
